,run,model,phase,fitness,returns,mdd
87,8,gga,validation,-0.1666290771113345,-0.1666290771113345,-0.14530741691464694
88,8,pso,train,0.1057,2.0887,-0.126
89,8,pso,validation,0.0002,-0.0207,-0.0878
90,9,ring,train,3.1504214462105202,3.1504214462105202,-0.239245611877941
91,9,ring,validation,-0.08289523950033598,-0.08289523950033598,-0.1104070660038609
92,9,multikuti,train,3.0742136648464564,3.0742136648464564,-0.2652769457842606
93,9,multikuti,validation,-0.1835456458710941,-0.1835456458710941,-0.1371213127889966
94,9,master_slave,train,4.191118723312376,4.191118723312376,-0.28288918292153487
95,9,master_slave,validation,-0.1901479362037493,-0.1901479362037493,-0.16857535182615468
96,9,gga,train,3.6536127250055896,3.6536127250055896,-0.29954209736750315
97,9,gga,validation,-0.09323622027725523,-0.09323622027725523,-0.12596110484902406
98,9,pso,train,0.1222,1.4037,-0.0593
99,9,pso,validation,0.0147,0.0153,-0.0437
