strategy,run,iteration,value
ring,6,17,1.2590574979142617
ring,6,18,1.2590574979142617
ring,6,19,1.2580991939431585
ring,6,20,1.2580991939431585
ring,6,21,1.2599655150919016
ring,6,22,1.2581494807366216
ring,6,23,1.2599655150919016
ring,6,24,1.2599655150919016
ring,6,25,1.2590574979142617
ring,6,26,1.2581243373398903
ring,6,27,1.2590574979142617
ring,6,28,1.2590574979142617
ring,6,29,1.2590323545175302
ring,6,30,1.2590323545175302
ring,7,1,1.2470344868776988
ring,7,2,1.2599655150919016
ring,7,3,1.2599655150919016
ring,7,4,1.2585830361615602
ring,7,5,1.2590323545175302
ring,7,6,1.2599655150919016
ring,7,7,1.2590574979142617
ring,7,8,1.2590574979142617
ring,7,9,1.2590574979142617
ring,7,10,1.2599655150919016
ring,7,11,1.2581494807366216
ring,7,12,1.2590323545175302
ring,7,13,1.2599655150919016
ring,7,14,1.2599655150919016
ring,7,15,1.2599655150919016
ring,7,16,1.2599655150919016
ring,7,17,1.2599655150919016
ring,7,18,1.2590574979142617
ring,7,19,1.2599655150919016
ring,7,20,1.2590574979142617
ring,7,21,1.2599655150919016
ring,7,22,1.2590574979142617
ring,7,23,1.2590574979142617
ring,7,24,1.2572163201622502
ring,7,25,1.2599655150919016
ring,7,26,1.2590574979142617
ring,7,27,1.2599655150919016
ring,7,28,1.2599655150919016
ring,7,29,1.2599655150919016
ring,7,30,1.2599655150919016
ring,8,1,1.2572414635589815
ring,8,2,1.2581494807366216
ring,8,3,1.2599655150919016
ring,8,4,1.2590323545175302
ring,8,5,1.2599655150919016
ring,8,6,1.2599655150919016
ring,8,7,1.2599655150919016
ring,8,8,1.2599655150919016
ring,8,9,1.25630830298461
ring,8,10,1.2599655150919016
ring,8,11,1.2581494807366216
ring,8,12,1.2590574979142617
ring,8,13,1.2590574979142617
ring,8,14,1.2599655150919016
ring,8,15,1.256114658654099
ring,8,16,1.2590574979142617
ring,8,17,1.2599655150919016
ring,8,18,1.2599655150919016
ring,8,19,1.2590574979142617
ring,8,20,1.2599655150919016
ring,8,21,1.2599655150919016
ring,8,22,1.2590574979142617
ring,8,23,1.2599655150919016
ring,8,24,1.2599655150919016
ring,8,25,1.2572163201622502
ring,8,26,1.2590574979142617
ring,8,27,1.2599655150919016
ring,8,28,1.2590574979142617
ring,8,29,1.2599655150919016
ring,8,30,1.2599655150919016
ring,9,1,1.2554254292037013
ring,9,2,1.2599655150919016
ring,9,3,1.2581494807366216
ring,9,4,1.1991981953270632
ring,9,5,1.2590574979142617
ring,9,6,1.2599655150919016
ring,9,7,1.2576498755871888
ring,9,8,1.2599655150919016
ring,9,9,1.2590323545175302
ring,9,10,1.2599655150919016
ring,9,11,1.2590574979142617
ring,9,12,1.2599655150919016
ring,9,13,1.2581243373398903
ring,9,14,1.2599655150919016
ring,9,15,1.2590323545175302
ring,9,16,1.2581494807366216
ring,9,17,1.2599655150919016
ring,9,18,1.2581243373398903
ring,9,19,1.2590574979142617
ring,9,20,1.2581494807366216
ring,9,21,1.2599655150919016
ring,9,22,1.2590574979142617
ring,9,23,1.2599655150919016
ring,9,24,1.2581243373398898
ring,9,25,1.2590574979142617
ring,9,26,1.2590323545175302
ring,9,27,1.2599655150919016
ring,9,28,1.2599655150919016
